question,answer
Is there a disposable virtual card option?,This relates to: Get disposable virtual card.
Please explain how disposable virtual card work.,This relates to: Get disposable virtual card.
I'm not sure how disposable virtual cards work. Please help.,This relates to: Get disposable virtual card.
How do I use the disposable cards?,This relates to: Get disposable virtual card.
How do I know if i need a disposable card?,This relates to: Get disposable virtual card.
Am I able to order a disposable virtual card?,This relates to: Get disposable virtual card.
Can you tell me how to get a disposable virtual card?,This relates to: Get disposable virtual card.
How can I obtain a disposable virtual card?,This relates to: Get disposable virtual card.
Can you tell me where to go to get a disposable virtual card?,This relates to: Get disposable virtual card.
Is there any way i get a disposable virtual card as well?,This relates to: Get disposable virtual card.
I'm interested in learning more about disposable virtual cards.,This relates to: Get disposable virtual card.
How to a go about ordering a disposable virtual card?,This relates to: Get disposable virtual card.
I need a single use card for shopping online,This relates to: Get disposable virtual card.
"I need to deposit my virtual card, how do i do that.",This relates to: Get disposable virtual card.
What are the benefits of a disposable card?,This relates to: Get disposable virtual card.
What is the disposable card for?,This relates to: Get disposable virtual card.
I have heard about these disposable virtual cards but don't understand how they work.,This relates to: Get disposable virtual card.
The disposable cards - what are they for?,This relates to: Get disposable virtual card.
I think my top-up has failed.,This relates to: Top up failed.
Top-up is not working,This relates to: Top up failed.
My top up is not working,This relates to: Top up failed.
"My top-up hasn't gone through, what happened?",This relates to: Top up failed.
My top-up was rejected by an app.,This relates to: Top up failed.
For what reason did my top-up fail?,This relates to: Top up failed.
I can't add any more money.,This relates to: Top up failed.
Why won't my top up work,This relates to: Top up failed.
I topped up but the app denied it,This relates to: Top up failed.
My money I added isn't on my card.,This relates to: Top up failed.
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",This relates to: Top up failed.
My credit card was declined for top-up. Can you see if there is enough funds in my account?,This relates to: Top up failed.
Why did my credit card get declined for top up?,This relates to: Top up failed.
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",This relates to: Top up failed.
"I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong?",This relates to: Top up failed.
Seems like my top-up has failed,This relates to: Top up failed.
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,This relates to: Top up failed.
"Hey, I attempted to top up my card today and for some reason it didn't work. When I did it the other way it worked just fine. Could you help me figure out why this is happening please?",This relates to: Top up failed.
I believe my top up has failed,This relates to: Top up failed.
I tried using my credit card with top up but it didn't work! I thought it was supposed to?,This relates to: Top up failed.
My credit card for was not approved for a top-up transaction.  What happened?,This relates to: Top up failed.
Why isn't my topup working?,This relates to: Top up failed.
My credit card did not go through. Can you see if it has insufficient funds?,This relates to: Top up failed.
Can I tell if my top off didn't work?  It doesn't seem to have.,This relates to: Top up failed.
"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",This relates to: Top up failed.
My top up is giving me problems. What is wrong with it?,This relates to: Top up failed.
I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on?,This relates to: Top up failed.
Looks like my top up failed.,This relates to: Top up failed.
I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any.,This relates to: Top up failed.
The top-up I ordered didn't process.,This relates to: Top up failed.
I don't think that my top-up worked.,This relates to: Top up failed.
Tell me why my topup wouldn't go through?,This relates to: Top up failed.
"I did a bank transfer to top up, but the money is not available.",This relates to: Top up failed.
What reasons would a topup fail?,This relates to: Top up failed.
"I tried topping up my account but it failed, can you help me?",This relates to: Top up failed.
Why has my top up failed?,This relates to: Top up failed.
"So my top-up failed, could you tell me why?",This relates to: Top up failed.
Why has my top-up failed?,This relates to: Top up failed.
I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,This relates to: Top up failed.
I tried to top up with my card but it was declined. I was able to a couple days ago and it worked. Is something wrong? Can you check it for me please?,This relates to: Top up failed.
Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,This relates to: Top up failed.
How can correct Top up with the app to work correctly?,This relates to: Top up failed.
Is there any reason why my card didn't work when I tried to top up?,This relates to: Top up failed.
The app rejected my top up,This relates to: Top up failed.
My top-up didn't go through,This relates to: Top up failed.
Can you tell me why my top-up failed?,This relates to: Top up failed.
My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?,This relates to: Top up failed.
My top-up didn't work.,This relates to: Top up failed.
My top-up never worked,This relates to: Top up failed.
It looks like my top up didn't work.  Why?,This relates to: Top up failed.
I topped up my card but the app rejected it.,This relates to: Top up failed.
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",This relates to: Top up failed.
I tried to top-up but it got denied.,This relates to: Top up failed.
My top up was denied,This relates to: Top up failed.
I think the top up failed,This relates to: Top up failed.
My credit card was just denied for top up! Can you tell me why this happened and what's going on?,This relates to: Top up failed.
My top up didn't go through,This relates to: Top up failed.
My top up has failed,This relates to: Top up failed.
Why is it failing to top-up?,This relates to: Top up failed.
I can't get the top-up to work! What's going on here.,This relates to: Top up failed.
How do I know if my top up worked?,This relates to: Top up failed.
Why can't I topup my account?,This relates to: Top up failed.
My top-up was declined,This relates to: Top up failed.
Why is my card being declined when I try to do a top-up? How can this be immediately resolved?,This relates to: Top up failed.
The app has rejected my top up.,This relates to: Top up failed.
"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",This relates to: Top up failed.
Why was my top-up rejected?,This relates to: Top up failed.
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,This relates to: Top up failed.
My top up isnt working,This relates to: Top up failed.
Trouble with my top up,This relates to: Top up failed.
I'm confused as to why my top-up did not go through.,This relates to: Top up failed.
I added money but my top-up wasn't processed by the app.,This relates to: Top up failed.
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,This relates to: Top up failed.
"I have the funds, why can I not use my top-up?",This relates to: Top up failed.
"Hello, I trying to top up with my card today but it didn't work. When I tried last time it worked but today it isn't. Could you take a look at it for me?",This relates to: Top up failed.
Why are you keeping my money from me by declining my card? What is going on?,This relates to: Top up failed.
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",This relates to: Top up failed.
Why did the app deny my top-up?,This relates to: Top up failed.
My top-up was rejected,This relates to: Top up failed.
Fix my top up,This relates to: Top up failed.
My top up doesn't work,This relates to: Top up failed.
I am having problems with a top-up.,This relates to: Top up failed.
What's the problem? My card keeps getting declined for top up. I need to know what is going on.,This relates to: Top up failed.
I was trying to top up my account and it isn't working,This relates to: Top up failed.
I believe my top up did not work.,This relates to: Top up failed.
I need help reapplying my top-up. It seems it isn't working.,This relates to: Top up failed.
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,This relates to: Top up failed.
My credit card transaction was declined for a loan payment.  Can you tell me why?,This relates to: Top up failed.
Why did the top-up fail?,This relates to: Top up failed.
I requested for a top-up but it has not reflected,This relates to: Top up failed.
"I tried to top-up, why didn't it work?",This relates to: Top up failed.
I tried to top up with my card but it's not working. I had just done this a couple days previously and it worked. Can you tell me what's going on here please?,This relates to: Top up failed.
I wanted to top up my account and it doesn't look like it worked,This relates to: Top up failed.
"My top-up does not seem to have worked, what  went wrong?",This relates to: Top up failed.
I'm not sure if my pop-up went through.,This relates to: Top up failed.
Top up did not work on the app.,This relates to: Top up failed.
I tried to top up but the app rejected it.,This relates to: Top up failed.
It does not appear that my message went through.,This relates to: Top up failed.
What if my top up didn't work?,This relates to: Top up failed.
I didn't see the money I added to my card.,This relates to: Top up failed.
The top up failed,This relates to: Top up failed.
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,This relates to: Top up failed.
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,This relates to: Top up failed.
"My card keeps getting declined when I try to use it.  I would like to top-up, but it is not going though.",This relates to: Top up failed.
"I just topped up, and the app denied it.",This relates to: Top up failed.
Why did my top-up not work?,This relates to: Top up failed.
"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?",This relates to: Top up failed.
Please explain why my top-up didn't go through.,This relates to: Top up failed.
Can you tell me why my credit card was declined while trying to top-up?,This relates to: Top up failed.
I need information explaining why my top-up failed to go through,This relates to: Top up failed.
"Hi, I am experiencing problems while trying to top-up with my card. I have never experienced any problems doing this before. Could you please help me?",This relates to: Top up failed.
The top-up did not go through.,This relates to: Top up failed.
"I could not get a top-up to work, why?",This relates to: Top up failed.
I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?,This relates to: Top up failed.
Problems with my top up,This relates to: Top up failed.
why is my top up failing,This relates to: Top up failed.
"I tried again to top up my card after doing it a couple days ago when it had worked. Now, it doesn't seem to be working. Can you tell me what the deal is here please?",This relates to: Top up failed.
Top up keeps failing,This relates to: Top up failed.
"Hello, I tried to top up with my card, but it didn't work. I just got it a couple days before and it works fine. What's the deal? Can you check into this?",This relates to: Top up failed.
What was the issue with my topping up?,This relates to: Top up failed.
My topping up didn't go through.,This relates to: Top up failed.
Why would the app deny my top-up?,This relates to: Top up failed.
"I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives?",This relates to: Top up failed.
Why has my top-up been denied?,This relates to: Top up failed.
I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,This relates to: Top up failed.
I could not get the top-up to go through,This relates to: Top up failed.
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,This relates to: Top up failed.
I was trying to top-up and my credit card was declined. Can you tell me why?,This relates to: Top up failed.
I topped up my account but the app failed to process it.,This relates to: Top up failed.
Looks like my top-up has been cancelled,This relates to: Top up failed.
My top-up is not working. Why is that?,This relates to: Top up failed.
"Um, my top up didn't work",This relates to: Top up failed.
"I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly.",This relates to: Top up failed.
I don't think my top up worked,This relates to: Top up failed.
I added funds to my account but the app didn't process it.,This relates to: Top up failed.
Why has my top-up not worked?,This relates to: Top up failed.
Why did my top-up fail?,This relates to: Top up failed.
is there a way to fix my top up,This relates to: Top up failed.
I tried to top up my account and it didn't work,This relates to: Top up failed.
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,This relates to: Top up failed.
There has been a red flag on my top up.,This relates to: Top up failed.
Was there a problem with topping up?,This relates to: Top up failed.
"Hi, I tried to top up my card today and it did not work. I have tried it in the past and it worked just fine but it won't do it anymore. Can you help me out?",This relates to: Top up failed.
My top-up failed to go through.,This relates to: Top up failed.
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives,This relates to: Top up failed.
help my money isnt showing up,This relates to: Balance not updated after bank transfer.
how do i see what i transferred,This relates to: Balance not updated after bank transfer.
Hello. Can you help figure out why the recent transfer from my UK bank account isn't showing up?,This relates to: Balance not updated after bank transfer.
I've made a transfer from France two days ago but I was wondering if international transfers take longer to arrive because it hasn't made it yet.,This relates to: Balance not updated after bank transfer.
After I transferred money the balance remained the same.,This relates to: Balance not updated after bank transfer.
Where is the money that I transferred.,This relates to: Balance not updated after bank transfer.
"About two days ago now, I made a transfer from France but it hasn't arrived yet. Is it possible that the international transfer just takes longer?",This relates to: Balance not updated after bank transfer.
Why is my balance the same after a transfer?,This relates to: Balance not updated after bank transfer.
How long will it take for a bank transfer to show up on my account? It's been a couple hours but I havnt seen anything yet. Also it's from a UK account if that makes any difference.,This relates to: Balance not updated after bank transfer.
The transfer I made isn't reflected in my balance,This relates to: Balance not updated after bank transfer.
Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago.,This relates to: Balance not updated after bank transfer.
"Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this.",This relates to: Balance not updated after bank transfer.
"Hello I made a bank account transfer from the UK. The transfer was a couple hours ago, nothing has shown up yet.  Can you check to see if everything okay. Please.",This relates to: Balance not updated after bank transfer.
My balance didn't change after I transferred some money.,This relates to: Balance not updated after bank transfer.
I've transferred money into my account but the balance is the same,This relates to: Balance not updated after bank transfer.
Money that I have transferred hasn't arrived yet,This relates to: Balance not updated after bank transfer.
I made a transfer from France two days ago now but there hasn't made it there yet. Do international transfers take longer?,This relates to: Balance not updated after bank transfer.
I transferred money but the balance did not update.,This relates to: Balance not updated after bank transfer.
I am wondering about a transfer from a different country that doesn't show up yet?,This relates to: Balance not updated after bank transfer.
I just made a transfer from a UK account. How long does that typically take to show up? I just want to make sure it worked alright.,This relates to: Balance not updated after bank transfer.
I just made a transfer from France 2 days ago. It has not yet reached my bank. Is it possible it takes longer because it was an international transfer?,This relates to: Balance not updated after bank transfer.
Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks.,This relates to: Balance not updated after bank transfer.
How long before a bank transfer shows up in the account?,This relates to: Balance not updated after bank transfer.
How soon will my balance be updated to reflect my transfer?,This relates to: Balance not updated after bank transfer.
My transfer into my account isn't showing up.,This relates to: Balance not updated after bank transfer.
How can I fix my bank transfer to show up on my bank account?,This relates to: Balance not updated after bank transfer.
when does my balance update for a transfer,This relates to: Balance not updated after bank transfer.
There is a transfer not showing on my account.,This relates to: Balance not updated after bank transfer.
It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.,This relates to: Balance not updated after bank transfer.
I did a money transfer to my account and it is not showing there.,This relates to: Balance not updated after bank transfer.
I was wondering if international transfers take longer than normal because I made a transfer from France a couple of days ago and nothing has happened yet?,This relates to: Balance not updated after bank transfer.
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,This relates to: Balance not updated after bank transfer.
My latest transfer seems to be missing.,This relates to: Balance not updated after bank transfer.
Is there a longer processing time for international bank transfers?,This relates to: Balance not updated after bank transfer.
Balance hasn't been updated following a bank transfer,This relates to: Balance not updated after bank transfer.
Why isn't the transfer to my account showing up?,This relates to: Balance not updated after bank transfer.
Where is my money that I transfered?!,This relates to: Balance not updated after bank transfer.
"The other bank confirmed a transfer I made, but this account is not reflecting it yet.",This relates to: Balance not updated after bank transfer.
Why can't I see a transfer to my account?,This relates to: Balance not updated after bank transfer.
"Hi, I made a transfer from France two days ago and thought it would be here by now. Can you give me an update please?",This relates to: Balance not updated after bank transfer.
My balance doesn't include my latest transfer,This relates to: Balance not updated after bank transfer.
How long do bank transfers take to clear,This relates to: Balance not updated after bank transfer.
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,This relates to: Balance not updated after bank transfer.
I had transferred some money but the balance hasn't changed.,This relates to: Balance not updated after bank transfer.
My balance was not updated after transferring money.,This relates to: Balance not updated after bank transfer.
"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",This relates to: Balance not updated after bank transfer.
Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet...,This relates to: Balance not updated after bank transfer.
I am still waiting for a transfer I did,This relates to: Balance not updated after bank transfer.
How long does it take for a bank transfer to show on my balance?,This relates to: Balance not updated after bank transfer.
I transferred some funds but I don't see it,This relates to: Balance not updated after bank transfer.
"How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there.",This relates to: Balance not updated after bank transfer.
The money that I have transferred hasn't arrived yet.,This relates to: Balance not updated after bank transfer.
How long do transfers take to show up in my account?,This relates to: Balance not updated after bank transfer.
How long does it take for a transfer to post,This relates to: Balance not updated after bank transfer.
My money hasn't been transferred yet.,This relates to: Balance not updated after bank transfer.
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,This relates to: Balance not updated after bank transfer.
Tell me why my balance did not change when I tranferred cash.,This relates to: Balance not updated after bank transfer.
I completed a transfer that isn't showing up on my account.,This relates to: Balance not updated after bank transfer.
How long does transfers take?,This relates to: Balance not updated after bank transfer.
I did a transfer but the balance is the same.,This relates to: Balance not updated after bank transfer.
I made a transfer but my balance hasn't been updated,This relates to: Balance not updated after bank transfer.
I transfered my balance a while back.  Why doesn't my account reflect this?,This relates to: Balance not updated after bank transfer.
When will I see an updated balance after a transfer?,This relates to: Balance not updated after bank transfer.
I am still waiting on my bank transfer,This relates to: Balance not updated after bank transfer.
There is a missing transfer on my account,This relates to: Balance not updated after bank transfer.
After making a transfer from a UK account it's not showing up. How long do these transfers normally take for you? I want to be certain everything is all right.,This relates to: Balance not updated after bank transfer.
Can you check if my money has reached my account since it is not showing up yet?,This relates to: Balance not updated after bank transfer.
Why hasn't my money transfer shown up yet?,This relates to: Balance not updated after bank transfer.
Please check to see if the band transfer I made a while ago from my UK account has safely arrived.,This relates to: Balance not updated after bank transfer.
Where is the transfer to my account?,This relates to: Balance not updated after bank transfer.
"I made a bank transfer earlier from my UK account.  I don't see it yet, can you check the status?",This relates to: Balance not updated after bank transfer.
Why isn't my balance reflecting a transfer I did?,This relates to: Balance not updated after bank transfer.
"I made a bank transfer from my UK account today, but it's not showing.  Can you check status?",This relates to: Balance not updated after bank transfer.
How long do I need to wait to see an update after I make a bank transfer?,This relates to: Balance not updated after bank transfer.
Why isn't my balance updating?  I did a bank transfer and it isn't current.,This relates to: Balance not updated after bank transfer.
"Hello, can you please inform me about international transfers? I am expecting a transfer I made from France two days ago and would like to know when it will arrive.",This relates to: Balance not updated after bank transfer.
I added money through a bank transfer and it is not showing in my balance.,This relates to: Balance not updated after bank transfer.
when will the balance on my account change form a transfer,This relates to: Balance not updated after bank transfer.
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.,This relates to: Balance not updated after bank transfer.
I have transferred some money but the balance hasn't changed,This relates to: Balance not updated after bank transfer.
The balance does not appear to have updated.,This relates to: Balance not updated after bank transfer.
Why hasn't my account updated to reflect my current balance?,This relates to: Balance not updated after bank transfer.
Where is the transfer that I did?,This relates to: Balance not updated after bank transfer.
After transfering some money my balance hasn't changed.,This relates to: Balance not updated after bank transfer.
"How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay",This relates to: Balance not updated after bank transfer.
The transfer on my account is not showing up.,This relates to: Balance not updated after bank transfer.
When will my transfer come through?,This relates to: Balance not updated after bank transfer.
I haven't yet received money that I transferred,This relates to: Balance not updated after bank transfer.
"How long do transfers from a UK bank account usually take for you? I just made a transfer and I'm not seeing anything, wondering if it worked",This relates to: Balance not updated after bank transfer.
How long does a bank transfer take to show up in available funds?,This relates to: Balance not updated after bank transfer.
The balance has not been updated.,This relates to: Balance not updated after bank transfer.
"Although I transferred some money, it has not as of yet, arrived.",This relates to: Balance not updated after bank transfer.
I am wondering if International Transfers take longer. I a made a transfer from France two days ago and believed it would be here already. Please let me know when I will get it!,This relates to: Balance not updated after bank transfer.
I don't see any change in my balance.,This relates to: Balance not updated after bank transfer.
"I just transferred some money into my account and do not see it updated yet, can you assist?",This relates to: Balance not updated after bank transfer.
I can still see money in my account after making a payment,This relates to: Balance not updated after bank transfer.
I need to know if everything is okay here. After making a transfer from a UK account it doesn't show up. How long does this normally take to process?,This relates to: Balance not updated after bank transfer.
I made a bank transfer but it doesn't seem to have gone through?,This relates to: Balance not updated after bank transfer.
How long does it typically take to make a transfer from a UK bank? I just made one and it hasn't shown up in my account yet.,This relates to: Balance not updated after bank transfer.
"Hi. A couple hours ago I make a transfer from my UK bank account, but it hasn't shown up. Please, would you see what the delay is?",This relates to: Balance not updated after bank transfer.
Why hasn't my money transfer showed up yet?,This relates to: Balance not updated after bank transfer.
My transfer to my account is missing.,This relates to: Balance not updated after bank transfer.
MY transfer has still not appeared.,This relates to: Balance not updated after bank transfer.
Why is  my balance not updated?,This relates to: Balance not updated after bank transfer.
I'm wondering how long it takes for my money to get to me after a bank transfer.,This relates to: Balance not updated after bank transfer.
"Hi. About two hours ago I made a transfer from my bank which is in the UK, but I don't see it yet! Would you check what's going on with it, please?",This relates to: Balance not updated after bank transfer.
When does a UK transfer show up?,This relates to: Balance not updated after bank transfer.
I do not see the money I transferred into this account,This relates to: Balance not updated after bank transfer.
How long before transferred money shows up?,This relates to: Balance not updated after bank transfer.
How long do transfers take to go though,This relates to: Balance not updated after bank transfer.
"Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet.",This relates to: Balance not updated after bank transfer.
I made a transfer from France a couple days ago and don't see the transaction yet. How long does an international transfer take?,This relates to: Balance not updated after bank transfer.
"Transferred to account is not successful, help please?",This relates to: Balance not updated after bank transfer.
My transfer is pending too long.,This relates to: Balance not updated after bank transfer.
Why isn't the transferred money there?,This relates to: Balance not updated after bank transfer.
"How long does an international transfer take? I made the transfer from France 2 days ago, but it is not showing up in my bank yet.",This relates to: Balance not updated after bank transfer.
My account balance has not updated to reflect my recent transfer.,This relates to: Balance not updated after bank transfer.
Why hasn't the money I transferred into my account shown up yet?,This relates to: Balance not updated after bank transfer.
"Bank transfer to account did not show up, please help?",This relates to: Balance not updated after bank transfer.
How long does it take for money to transfer?,This relates to: Balance not updated after bank transfer.
Where's the money I transferred into my account?,This relates to: Balance not updated after bank transfer.
Why am I still waiting for a transfer?,This relates to: Balance not updated after bank transfer.
Why is it taking so long to update my balance transfer?,This relates to: Balance not updated after bank transfer.
I transferred some money but it hasn't arrived yet,This relates to: Balance not updated after bank transfer.
I made a transfer a couple hours ago but my balance has not been updated. Why is this? Shouldnt this be instant?,This relates to: Balance not updated after bank transfer.
I made a transfer from my UK account a couple of hours ago.  Could you please make sure everything went alright.,This relates to: Balance not updated after bank transfer.
Where is the transfer to my account that I made?,This relates to: Balance not updated after bank transfer.
I've made a bank transfer but the money doesn't seem to be in my account.,This relates to: Balance not updated after bank transfer.
I can't see a transfer to my account I made.,This relates to: Balance not updated after bank transfer.
what amount of time does it take for a transfer to reflect and be available,This relates to: Balance not updated after bank transfer.
"When is my balance going to update, I just transferred some money",This relates to: Balance not updated after bank transfer.
When will the money from my bank transfer be available?,This relates to: Balance not updated after bank transfer.
I transferred some money but the balance stayed the same.,This relates to: Balance not updated after bank transfer.
Good afternoon. I made a transfer from my UK bank account.  I haven't seen anything on the account in the pass few hours. Please check the account to make sure everything is fine.,This relates to: Balance not updated after bank transfer.
I did a bank transfer and my balance isn't current.,This relates to: Balance not updated after bank transfer.
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,This relates to: Balance not updated after bank transfer.
I recently transferred money to my account when will it show up?,This relates to: Balance not updated after bank transfer.
I transferred money but the balance hasn't changed.,This relates to: Balance not updated after bank transfer.
"How long do tranfers from a UK account usuallt take for you? I just made a transfer and nothing shows up, so just wondering if things went ok",This relates to: Balance not updated after bank transfer.
Why is my transfer not showing,This relates to: Balance not updated after bank transfer.
Why didn't the money I transferred into my account get added to my balance?,This relates to: Balance not updated after bank transfer.
Help me find the transfer that I did.,This relates to: Balance not updated after bank transfer.
"I recently transferred some cash, but the balance has not changed.",This relates to: Balance not updated after bank transfer.
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,This relates to: Balance not updated after bank transfer.
Can you see my new balance yet?,This relates to: Balance not updated after bank transfer.
How long does it take for money to transfer as my balance hasn't been updated,This relates to: Balance not updated after bank transfer.
How long do I have to wait for my bank transfer to appear in my account?,This relates to: Balance not updated after bank transfer.
How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,This relates to: Balance not updated after bank transfer.
Are bank transfers immediate?,This relates to: Balance not updated after bank transfer.
I transferred money to my account but it is not showing.,This relates to: Balance not updated after bank transfer.
What happened to the transfer I did?,This relates to: Balance not updated after bank transfer.
I transferred some money a couple days ago but haven't received it yet. How long should I expect to wait?,This relates to: Balance not updated after bank transfer.
How long does it take for money to reach my account?,This relates to: Balance not updated after bank transfer.
"I did a transfer to my account, but it hasn't shown up",This relates to: Balance not updated after bank transfer.
My account isn't showing a transfer I made.,This relates to: Balance not updated after bank transfer.
The funds I transferred are not in my account,This relates to: Balance not updated after bank transfer.
How long do bank transfers usually take?,This relates to: Balance not updated after bank transfer.
Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,This relates to: Balance not updated after bank transfer.
How long does a transfer from the UK account usually take? After completing the transfer it is not showing up. I need to know that everything I actually went okay.,This relates to: Balance not updated after bank transfer.
Can you tell me why the transfer isn't showing up on my account?,This relates to: Balance not updated after bank transfer.
Balance is not up to date.,This relates to: Balance not updated after bank transfer.
my transfer isn't there,This relates to: Balance not updated after bank transfer.
I made a bank transfer and the balance hasn't updated yet.,This relates to: Balance not updated after bank transfer.
Why wasn't my bank balance updated?,This relates to: Balance not updated after bank transfer.
How long do I have to wait until the transferred money shows up?,This relates to: Balance not updated after bank transfer.
A few hours ago I made a bank transfer from my UK account but I don't see that it has arrived.   Can you check and see if all is ok please?,This relates to: Balance not updated after bank transfer.
I can't see the transfer that I put in.,This relates to: Balance not updated after bank transfer.
When will my transfer process?,This relates to: Balance not updated after bank transfer.
"Is something wrong with my account, my balance didn't change after I transferred some money",This relates to: Balance not updated after bank transfer.
"It has been a couple of hours but I do not see my balance updated, can you help?",This relates to: Balance not updated after bank transfer.
What is the amount of time transfers usually take from the UK? I had just completed a transfer and nothing seems to be showing up so I need to be sure things are alright.,This relates to: Balance not updated after bank transfer.
I looked on the app and it says I withdrew cash.  I didn't!,This relates to: Cash withdrawal not recognised.
I didn't withdraw the amount of cash that is showing up in the app.,This relates to: Cash withdrawal not recognised.
"I saw on the app that a cash withdrawal was completed on my account; however, I did not complete it.",This relates to: Cash withdrawal not recognised.
I got a notice from my app that I withdrew cash but I don't remember doing so. How do I fix this?,This relates to: Cash withdrawal not recognised.
"Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP!",This relates to: Cash withdrawal not recognised.
Why do I see a random withdrawal in my app?,This relates to: Cash withdrawal not recognised.
"Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money.",This relates to: Cash withdrawal not recognised.
"Someone has a copy of my card. I have my card with me, but someone just made a 500£ cash withdrawal. Help me.",This relates to: Cash withdrawal not recognised.
There is a withdrawal on my account that I don't remember initiating.,This relates to: Cash withdrawal not recognised.
"I got a message saying I made a withdrawal from the bank machine, but I did not.",This relates to: Cash withdrawal not recognised.
"Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now.",This relates to: Cash withdrawal not recognised.
"help, I see money missing I didn't take out.",This relates to: Cash withdrawal not recognised.
My wallet was taken and I see that someone is using my card!   Please help me!,This relates to: Cash withdrawal not recognised.
I see cash withdrawal activity in the app that is not mine.,This relates to: Cash withdrawal not recognised.
There is a withdrawal on my account I didn't make.,This relates to: Cash withdrawal not recognised.
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",This relates to: Cash withdrawal not recognised.
I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!!,This relates to: Cash withdrawal not recognised.
The app is showing a cash withdrawal that I didn't make.,This relates to: Cash withdrawal not recognised.
What is this witdrawal,This relates to: Cash withdrawal not recognised.
There's a cash withdrawal I didn't make,This relates to: Cash withdrawal not recognised.
I think someone stole money from my card,This relates to: Cash withdrawal not recognised.
I have a cash withdrawal on my statement that I am unsure of.,This relates to: Cash withdrawal not recognised.
The app says I got cash from an ATM but I didn't,This relates to: Cash withdrawal not recognised.
I see money go out that I didn't withdraw.,This relates to: Cash withdrawal not recognised.
